

index_3, Y
128, 23.6359
129, 21.5109
130, 21.1928
131, 22.9201
132, 25.9296
133, 28.5491
134, 28.9828
135, 26.9264
136, 23.923
137, 21.8168
138, 21.7464
139, 23.8411
140, 27.1198
141, 29.7153
142, 29.795
143, 27.3639
144, 24.2069
145, 22.2179
146, 22.451
147, 24.8994
148, 28.3701
149, 30.8355
150, 30.5246
151, 27.773
152, 24.5505
153, 22.7349
154, 23.3003
155, 26.0923
156, 29.7314
157, 32.0297
158, 31.3239
159, 28.2614
160, 24.9791
161, 23.3381
162, 24.2935
163, 27.5599
164, 31.5461
165, 33.7545
166, 32.5408
167, 28.9405
168, 25.3988
169, 23.9354
170, 25.699
171, 30.3227
172, 35.5907
173, 37.7331
174, 34.8984
175, 29.5231
176, 25.1402
177, 25.264
178, 33.3715
179, 48.1819
180, 53.6647
181, 44.1881
182, 34.3178
183, 27.1019
184, 21.7573
185, 17.7514
186, 14.5249
187, 12.1454
188, 10.2975
189, 9.28947
190, 9.00866
191, 9.45849
192, 10.653
193, 12.1611
194, 14.2288
195, 16.4473
196, 19.1365
197, 22.0969
198, 25.6022
199, 29.7108
200, 34.7541
201, 41.083
202, 48.9452
203, 56.2871
204, 54.582
205, 44.5112
206, 38.3234
207, 37.5684
208, 38.9277
209, 39.8844
210, 39.3882
211, 37.836
212, 36.3478
213, 35.7046
214, 35.8559
215, 36.2699
216, 36.4142
217, 36.1334
218, 35.6459
219, 35.3113
220, 35.3048
221, 35.5214
222, 35.7027
223, 35.6661
224, 35.4487
225, 35.2469
226, 35.2541
227, 35.473
228, 35.7381
229, 35.8276
230, 35.6833
231, 35.4334
232, 35.3373
233, 35.5363
234, 35.9662
235, 36.3425
236, 36.4101
237, 36.1136
238, 35.699
239, 35.523
240, 35.8268
241, 36.509
242, 37.1791
243, 37.4006
244, 37.0255
245, 36.3308
246, 35.8425
247, 36.0064
248, 36.8516
249, 37.9404
250, 38.6002
251, 38.4191
252, 37.5316
253, 36.5855
254, 36.2822
255, 36.9793
256, 38.3697
257, 39.6631
258, 40.0539
259, 39.3324
260, 38.0272
261, 37.0695
262, 37.1991
263, 38.5154
264, 40.3327
265, 41.5725
266, 41.4988
267, 40.2371
268, 38.7147
269, 38.005
270, 38.757
271, 40.7007
272, 42.777
273, 43.7411
274, 43.0862
275, 41.3593
276, 39.8162
277, 39.6181
278, 41.2162
279, 43.8934
280, 46.1144
281, 46.563
282, 45.0793
283, 42.8383
284, 41.5108
285, 42.5089
286, 45.7965
287, 49.619
288, 51.4564
289, 50.2477
290, 47.0355
291, 44.546
292, 45.7226
293, 51.4408
294, 57.9869
295, 60.0842
296, 56.7916
297, 51.4523
298, 51.2301
299, 62.8848
300, 74.5392
301, 72.1553
302, 68.6079
303, 86.9993
304, 59.3115
305, 53.1172
306, 48.6843
307, 45.2268
308, 42.8229
309, 38.7351
310, 38.8793
311, 32.6974
312, 36.2058
313, 27.6736
314, 34.0213
315, 24.184
316, 30.944
317, 21.8742
318, 25.1694
319, 19.9695
320, 17.5265
321, 17.8819
322, 11.8978
323, 15.6126
324, 8.6425
325, 14.3118
326, 6.1059
327, 15.9545
328, 5.21786
329, 19.5315
330, 8.75648
331, 21.6665
332, 14.3918
333, 20.8346
334, 19.5945
335, 16.473
336, 23.2673
337, 8.43623
338, 25.2373
339, 4.39055
340, 26.0863
341, 15.4208
342, 26.7976
343, 24.6803
344, 28.8258
345, 31.6782
346, 33.5251
347, 38.0304
348, 41.2
349, 45.9279
350, 52.5888
351, 61.266
352, 85.8787
353, 57.1548
354, 65.006
355, 71.2046
356, 63.1696
357, 48.5801
358, 45.2249
359, 51.2232
360, 57.6287
361, 58.7904
362, 53.3372
363, 45.9407
364, 42.6274
365, 44.9084
366, 49.6872
367, 53.1131
368, 52.7204
369, 48.7679
370, 44.2544
371, 42.3474
372, 43.9271
373, 47.4082
374, 50.2446
375, 50.5684
376, 48.2114
377, 44.8915
378, 42.8806
379, 43.3735
380, 45.755
381, 48.332
382, 49.4397
383, 48.452
384, 46.1336
385, 44.0905
386, 43.6397
387, 44.9183
388, 46.9697
389, 48.469
390, 48.5472
391, 47.2858
392, 45.6166
393, 44.662
394, 44.9869
395, 46.2708
396, 47.6605
397, 48.3293
398, 47.985
399, 46.983
400, 46.0598
401, 45.8224
402, 46.3731
403, 47.3093
404, 48.0661
405, 48.2618
406, 47.9168
407, 47.3706
408, 47.0457
409, 47.1557
410, 47.6133
411, 48.1343
412, 48.4627
413, 48.5073
414, 48.3762
415, 48.2558
416, 48.2878
417, 48.4785
418, 48.7375
419, 48.9624
420, 49.1133
421, 49.2218
422, 49.3392
423, 49.4931
424, 49.6588
425, 49.8098
426, 49.9344
427, 50.078
428, 50.2775
429, 50.5534
430, 50.8464
431, 51.099
432, 51.2607


