40 -10 10
35 -10 10
1 1 1
1.50001	-0.0839072	2.04402	5.32104e-007	1.47511	0.108804
1.5	-0.0839072	2.04402	4.47488e-007	1.47249	0.108804
1.5	-0.0839072	2.04402	-3.59293e-008	1.46976	0.108804
1.49999	-0.0839072	2.04402	-1.02279e-006	1.46693	0.108804
1.49998	-0.0839072	2.04402	-2.38911e-006	1.46403	0.108804
1.49996	-0.0839072	2.04402	-3.66551e-006	1.46107	0.108804
1.49996	-0.0839072	2.04402	-4.05904e-006	1.4581	0.108804
1.49997	-0.0839072	2.04402	-2.70056e-006	1.45513	0.108804
1.50001	-0.0839072	2.04402	8.94637e-007	1.45221	0.108804
1.50006	-0.0839072	2.04402	6.31908e-006	1.44936	0.108804
1.50012	-0.0839072	2.04402	1.20102e-005	1.44663	0.108804
1.50016	-0.0839072	2.04402	1.55173e-005	1.44404	0.108804
1.50014	-0.0839072	2.04402	1.43796e-005	1.44164	0.108804
1.50007	-0.0839072	2.04402	7.35658e-006	1.43945	0.108804
1.49995	-0.0839072	2.04402	-4.55983e-006	1.43751	0.108804
1.49982	-0.0839072	2.04402	-1.79773e-005	1.43584	0.108804
1.49972	-0.0839072	2.04402	-2.80955e-005	1.43448	0.108804
1.49969	-0.0839072	2.04402	-3.05971e-005	1.43344	0.108804
1.49976	-0.0839072	2.04402	-2.36277e-005	1.43273	0.108804
1.49991	-0.0839072	2.04402	-8.87636e-006	1.43238	0.108804
1.50009	-0.0839072	2.04402	8.87636e-006	1.43238	0.108804
1.50024	-0.0839072	2.04402	2.36277e-005	1.43273	0.108804
1.50031	-0.0839072	2.04402	3.05971e-005	1.43344	0.108804
1.50028	-0.0839072	2.04402	2.80955e-005	1.43448	0.108804
1.50018	-0.0839072	2.04402	1.79773e-005	1.43584	0.108804
1.50005	-0.0839072	2.04402	4.55983e-006	1.43751	0.108804
1.49993	-0.0839072	2.04402	-7.35658e-006	1.43945	0.108804
1.49986	-0.0839072	2.04402	-1.43796e-005	1.44164	0.108804
1.49984	-0.0839072	2.04402	-1.55173e-005	1.44404	0.108804
1.49988	-0.0839072	2.04402	-1.20102e-005	1.44663	0.108804
1.49994	-0.0839072	2.04402	-6.31908e-006	1.44936	0.108804
1.49999	-0.0839072	2.04402	-8.94637e-007	1.45221	0.108804
1.50003	-0.0839072	2.04402	2.70056e-006	1.45513	0.108804
1.50004	-0.0839072	2.04402	4.05904e-006	1.4581	0.108804
1.50004	-0.0839072	2.04402	3.66551e-006	1.46107	0.108804
1.50002	-0.0839072	2.04402	2.38911e-006	1.46403	0.108804
1.50001	-0.0839072	2.04402	1.02279e-006	1.46693	0.108804
1.5	-0.0839072	2.04402	3.59293e-008	1.46976	0.108804
1.5	-0.0839072	2.04402	-4.47488e-007	1.47249	0.108804
1.49999	-0.0839072	2.04402	-5.32104e-007	1.47511	0.108804
1.50001	-0.0999915	1.48699	8.40156e-007	1.4493	-0.00260258
1.50001	-0.0999915	1.48699	7.06553e-007	1.44397	-0.00260258
1.5	-0.0999915	1.48699	-5.67298e-008	1.43841	-0.00260258
1.49998	-0.0999915	1.48699	-1.61491e-006	1.43265	-0.00260258
1.49996	-0.0999915	1.48699	-3.77223e-006	1.42673	-0.00260258
1.49994	-0.0999915	1.48699	-5.78759e-006	1.42072	-0.00260258
1.49994	-0.0999915	1.48699	-6.40894e-006	1.41466	-0.00260258
1.49996	-0.0999915	1.48699	-4.264e-006	1.40862	-0.00260258
1.50001	-0.0999915	1.48699	1.41257e-006	1.40267	-0.00260258
1.5001	-0.0999915	1.48699	9.97738e-006	1.39687	-0.00260258
1.50019	-0.0999915	1.48699	1.89633e-005	1.3913	-0.00260258
1.50025	-0.0999915	1.48699	2.45007e-005	1.38603	-0.00260258
1.50023	-0.0999915	1.48699	2.27043e-005	1.38113	-0.00260258
1.50012	-0.0999915	1.48699	1.16155e-005	1.37667	-0.00260258
1.49993	-0.0999915	1.48699	-7.19965e-006	1.37272	-0.00260258
1.49972	-0.0999915	1.48699	-2.8385e-005	1.36933	-0.00260258
1.49956	-0.0999915	1.48699	-4.43609e-005	1.36655	-0.00260258
1.49952	-0.0999915	1.48699	-4.83106e-005	1.36443	-0.00260258
1.49963	-0.0999915	1.48699	-3.73065e-005	1.36299	-0.00260258
1.49986	-0.0999915	1.48699	-1.40151e-005	1.36227	-0.00260258
1.50014	-0.0999915	1.48699	1.40151e-005	1.36227	-0.00260258
1.50037	-0.0999915	1.48699	3.73065e-005	1.36299	-0.00260258
1.50048	-0.0999915	1.48699	4.83106e-005	1.36443	-0.00260258
1.50044	-0.0999915	1.48699	4.43609e-005	1.36655	-0.00260258
1.50028	-0.0999915	1.48699	2.8385e-005	1.36933	-0.00260258
1.50007	-0.0999915	1.48699	7.19965e-006	1.37272	-0.00260258
1.49988	-0.0999915	1.48699	-1.16155e-005	1.37667	-0.00260258
1.49977	-0.0999915	1.48699	-2.27043e-005	1.38113	-0.00260258
1.49975	-0.0999915	1.48699	-2.45007e-005	1.38603	-0.00260258
1.49981	-0.0999915	1.48699	-1.89633e-005	1.3913	-0.00260258
1.4999	-0.0999915	1.48699	-9.97738e-006	1.39687	-0.00260258
1.49999	-0.0999915	1.48699	-1.41257e-006	1.40267	-0.00260258
1.50004	-0.0999915	1.48699	4.264e-006	1.40862	-0.00260258
1.50006	-0.0999915	1.48699	6.40894e-006	1.41466	-0.00260258
1.50006	-0.0999915	1.48699	5.78759e-006	1.42072	-0.00260258
1.50004	-0.0999915	1.48699	3.77223e-006	1.42673	-0.00260258
